Town,List Year,Sale Amount,Assessed Value,Sales Ratio,Property Type,Estimated NOI,Cap Rate,SqFt,Price per SqFt
East Hartford,2018,97000.0,83750.0,0.8634,Single Family,6790.000000000001,0.05669691671775904,1673,57.97967722653915
Salem,2022,361000.0,218500.0,0.6052,Residential,25270.000000000004,0.06976222111483898,1526,236.56618610747051
Meriden,2010,205000.0,136490.0,0.665804878,Single Family,14350.000000000002,0.0750416207518664,1832,111.8995633187773
Avon,2015,579900.0,398300.0,0.686842559,Single Family,40593.00000000001,0.04866796555885912,1925,301.24675324675326
Waterbury,2004,175000.0,59780.0,0.3416,,12250.000000000002,0.0505436086797675,1788,97.87472035794184
Darien,2021,1225000.0,666820.0,0.5443,Residential,85750.00000000001,0.0683986720443336,1376,890.2616279069767
Norwich,2006,205000.0,114000.0,0.556097561,Condo,14350.000000000002,0.06280284802279054,2623,78.15478459778879
West Hartford,2021,450000.0,277533.0,0.6167,Residential,31500.000000000004,0.07421703237136099,1089,413.22314049586777
East Haven,2020,193000.0,112590.0,0.5833,Residential,13510.000000000002,0.07538132549353435,1353,142.6459719142646
Cheshire,2022,5000.0,2100.0,0.42,Vacant Land,350.00000000000006,0.07245132482048616,1328,3.7650602409638556
Stratford,2022,359000.0,196980.0,0.5486,Residential,25130.000000000004,0.07446214723873953,1644,218.3698296836983
Tolland,2006,110000.0,287300.0,2.611818182,Single Family,7700.000000000001,0.06629823593515129,1477,74.47528774542992
Manchester,2004,560000.0,338700.0,0.604821429,,39200.00000000001,0.0790034207104891,2429,230.54755043227667
Trumbull,2008,300000.0,322300.0,1.074333333,Single Family,21000.000000000004,0.06496306060074993,2590,115.83011583011583
Ridgefield,2015,695000.0,374560.0,0.538935252,Single Family,48650.00000000001,0.059384172028320525,2671,260.20217147135907
East Hartford,2013,126000.0,99430.0,0.789126984,Single Family,8820.0,0.05957057910959716,2551,49.39239513916111
Ledyard,2011,228000.0,168840.0,0.740526316,Single Family,15960.000000000002,0.07092540417885271,2353,96.89757756056099
Sharon,2011,563000.0,311600.0,0.553463588,Single Family,39410.00000000001,0.059126628164168554,1113,505.8400718778077
East Haven,2001,170000.0,93560.0,0.550352941,,11900.000000000002,0.05769443825137493,1385,122.74368231046931
Greenwich,2017,1850000.0,2291660.0,1.2387,Single Family,129500.00000000001,0.07114627900472556,2255,820.3991130820399
Norwalk,2016,329500.0,175940.0,0.533960546,Single Family,23065.000000000004,0.07414210384832619,1560,211.21794871794873
New Milford,2014,5500.0,0.0,0.0,,385.00000000000006,0.07137371467330714,2920,1.8835616438356164
New Canaan,2017,1400000.0,966280.0,0.6902,Single Family,98000.00000000001,0.09194766320110176,2159,648.4483557202409
Trumbull,2013,451000.0,271700.0,0.602439024,Single Family,31570.000000000004,0.0865409628041363,2461,183.25883787078425
Cheshire,2016,378000.0,254720.0,0.673862434,Single Family,26460.000000000004,0.06446757913676718,2007,188.34080717488789
Milford,2020,625000.0,356710.0,0.5707,Residential,43750.00000000001,0.06441774920512237,1995,313.28320802005015
Rocky Hill,2001,110000.0,84380.0,0.767090909,,7700.000000000001,0.07849207679967926,1152,95.48611111111111
Fairfield,2013,390000.0,273350.0,0.700897436,Single Family,27300.000000000004,0.07319352563476443,1118,348.83720930232556
Norwalk,2006,1010000.0,538300.0,0.532970297,Single Family,70700.0,0.07485002473865038,969,1042.3116615067079
Plymouth,2008,145000.0,167840.0,1.157517241,Three Family,10150.000000000002,0.07168990359174135,943,153.76458112407212
Bethel,2006,340000.0,161570.0,0.475205882,Two Family,23800.000000000004,0.058879337289724686,2365,143.76321353065538
New Haven,2011,1556227.0,942480.0,0.605618589,Condo,108935.89000000001,0.06775714476377315,874,1780.5800915331808
Norwalk,2001,499000.0,306320.0,0.613867735,,34930.0,0.06697805766340088,2809,177.6432894268423
Durham,2001,188000.0,117180.0,0.623297872,,13160.000000000002,0.061962206490777584,2523,74.5144669044788
Torrington,2011,150000.0,169530.0,1.1302,Single Family,10500.000000000002,0.07105043340234676,1273,117.8318931657502
Windsor Locks,2020,210000.0,129080.0,0.6146,Residential,14700.000000000002,0.06096765054328995,2467,85.12363194162951
Marlborough,2002,0.0,83960.0,0.0,,0.0,0.0559264925255102,1895,0.0
Enfield,2002,200000.0,91000.0,0.455,,14000.000000000002,0.05378348761292246,1901,105.20778537611783
Norwalk,2007,360000.0,194390.0,0.539972222,Two Family,25200.000000000004,0.07627821074842675,2383,151.07007973143098
East Haven,2005,131000.0,41160.0,0.314198473,,9170.0,0.062130840032509065,1581,82.85895003162555
Southington,2004,193500.0,92330.0,0.477157623,,13545.000000000002,0.07716755751644598,1383,139.91323210412148
Salisbury,2007,550000.0,352670.0,0.641218182,Condo,38500.00000000001,0.058541827019771564,2123,259.0673575129534
Fairfield,2021,610000.0,419790.0,0.6881,Residential,42700.00000000001,0.07784169995408449,1304,467.7914110429448
Norwalk,2016,430000.0,406230.0,0.94472093,Single Family,30100.000000000004,0.06692861088035877,1267,339.3843725335438
Trumbull,2002,515000.0,288120.0,0.559456311,,36050.0,0.07317805098692366,2772,185.7864357864358
Westport,2017,1185000.0,663800.0,0.560168776,Single Family,82950.00000000001,0.06517065849822952,1908,621.069182389937
Ledyard,2019,25000.0,51100.0,2.044,Single Family,1750.0000000000002,0.06620153422318392,2544,9.827044025157234
Avon,2021,175000.0,140050.0,0.8002,Residential,12250.000000000002,0.0883459240622162,1841,95.05703422053232
Bridgeport,2016,122500.0,148080.0,1.208816327,Single Family,8575.0,0.07819036871506521,1249,98.07846277021618
Hartford,2003,147000.0,48580.0,0.33047619,,10290.000000000002,0.07226445995016402,1424,103.23033707865169
Stamford,2020,1000000.0,504420.0,0.5044,Residential,70000.0,0.06740206525918074,1582,632.1112515802781
West Haven,2003,140000.0,76790.0,0.5485,,9800.000000000002,0.05296315320459283,909,154.01540154015402
Stamford,2016,640000.0,414560.0,0.64775,Single Family,44800.00000000001,0.06095516260890145,2936,217.98365122615803
West Haven,2002,155000.0,72520.0,0.467870968,,10850.000000000002,0.06700340476223675,2297,67.4793208532869
Madison,2001,420000.0,164400.0,0.391428571,,29400.000000000004,0.049019988282173084,2778,151.1879049676026
Stamford,2011,230000.0,288800.0,1.255652174,Single Family,16100.000000000002,0.06110352516718637,1534,149.9348109517601
Newington,2001,170800.0,112770.0,0.660245902,,11956.000000000002,0.0628748417650837,1953,87.45519713261649
Cheshire,2020,282400.0,204500.0,0.724150142,Residential,19768.000000000004,0.07936820043574258,2642,106.888720666162
New Haven,2003,475000.0,297150.0,0.625578947,,33250.0,0.06445714947900512,2012,236.08349900596423
Watertown,2019,175000.0,108100.0,0.6177,Single Family,12250.000000000002,0.07069484831917491,1420,123.2394366197183
Simsbury,2016,686000.0,304500.0,0.443877551,Single Family,48020.00000000001,0.08305954853179177,1427,480.72880168185003
Newington,2013,170000.0,163440.0,0.961411765,Single Family,11900.000000000002,0.08193513458202538,2903,58.56011023079573
Ashford,2012,187500.0,125700.0,0.6704,Single Family,13125.000000000002,0.07954588232961628,2665,70.35647279549718
Stonington,2003,375000.0,179800.0,0.479466667,,26250.000000000004,0.049177494059367485,2187,171.46776406035664
Middletown,2003,140000.0,81730.0,0.583785714,,9800.000000000002,0.0659769522324451,1922,72.84079084287201
Clinton,2004,2000.0,700.0,0.35,,140.0,0.07270465238736915,1532,1.3054830287206267
West Haven,2006,280000.0,133420.0,0.4765,Single Family,19600.000000000004,0.06924661544909103,2853,98.14230634419908
Stamford,2001,350000.0,158130.0,0.4518,,24500.000000000004,0.057619938576335086,2423,144.44903012794057
Ansonia,2021,365000.0,118000.0,0.3232,Residential,25550.000000000004,0.07482070529077113,1657,220.27761013880507
West Haven,2017,135100.0,156870.0,1.1611,Single Family,9457.0,0.06716627182501045,1304,103.6042944785276
Hamden,2002,370000.0,175630.0,0.474675676,,25900.000000000004,0.05964001035741312,1381,267.9217958001448
Hebron,2020,415000.0,220570.0,0.5314,Residential,29050.000000000004,0.05476402189331834,1604,258.7281795511222
Sharon,2022,160000.0,155300.0,0.9706,Residential,11200.000000000002,0.07786689260788093,2130,75.11737089201878
Shelton,2004,335000.0,141120.0,0.421253731,,23450.000000000004,0.09346761170581731,2162,154.9491211840888
Hamden,2006,193000.0,123200.0,0.638341969,Condo,13510.000000000002,0.07645513864465371,1881,102.60499734183945
Norwalk,2011,460000.0,310660.0,0.675347826,Single Family,32200.000000000004,0.07592692406637691,1901,241.97790636507102
Torrington,2015,121000.0,68860.0,0.569090909,Single Family,8470.0,0.0852056514289268,1057,114.47492904446547
Wolcott,2015,60000.0,216280.0,3.604666667,Two Family,4200.0,0.06303295284597392,1382,43.41534008683068
Newtown,2004,508500.0,282120.0,0.55480826,,35595.0,0.07050663248977629,1349,376.945885841364
East Hampton,2002,64900.0,81310.0,1.252850539,,4543.0,0.07430245692463697,1183,54.86052409129332
Middletown,2003,119000.0,58530.0,0.491848739,,8330.0,0.0540324869670288,2274,52.33069481090589
Brookfield,2003,305000.0,192470.0,0.63104918,,21350.000000000004,0.06748512145677678,2113,144.34453383814483
Vernon,2022,265000.0,257700.0,0.9725,Commercial,18550.0,0.08071589139057496,11595,22.85467874083657
Windsor Locks,2021,298500.0,145320.0,0.4868,Residential,20895.000000000004,0.05874763456283367,2189,136.36363636363637
Ridgefield,2003,200000.0,103350.0,0.51675,,14000.000000000002,0.08107268644654776,1997,100.150225338007
Cheshire,2007,250000.0,165310.0,0.66124,Single Family,17500.0,0.08642363158840523,1906,131.1647429171039
West Hartford,2001,273000.0,114490.0,0.419377289,,19110.0,0.07707774119566656,2602,104.91929285165257
Bethany,2007,155000.0,65450.0,0.422258065,,10850.000000000002,0.08779024670263191,1067,145.26710402999063
Southington,2008,284000.0,0.0,0.0,,19880.000000000004,0.05579600709361583,2311,122.89052358286456
Trumbull,2014,302000.0,197200.0,0.652980132,Single Family,21140.000000000004,0.0876166958377763,988,305.668016194332
Mansfield,2008,240000.0,177170.0,0.738208333,Single Family,16800.0,0.07251780099010205,1438,166.89847009735743
Guilford,2003,238000.0,144280.0,0.606218487,,16660.0,0.06722015412839091,1568,151.78571428571428
Brooklyn,2008,125000.0,103700.0,0.8296,Single Family,8750.0,0.08241838953808267,1850,67.56756756756756
Stamford,2005,850000.0,251380.0,0.295741176,,59500.00000000001,0.06941261977306934,2762,307.7480086893555
Stratford,2015,488905.0,247730.0,0.506703756,Condo,34223.350000000006,0.08855292524376412,1277,382.8543461237275
Trumbull,2006,822500.0,530300.0,0.644741641,Single Family,57575.00000000001,0.07199266526957974,2698,304.85544848035585
New Haven,2022,294000.0,139160.0,0.4733,Residential,20580.000000000004,0.0703155323546053,2341,125.58735583084152
New Britain,2010,178000.0,173250.0,0.973314607,Three Family,12460.000000000002,0.07721377856065166,1088,163.60294117647058
Bridgeport,2013,44467.0,7568480.0,170.2044213,Single Family,3112.6900000000005,0.09270642949026947,2668,16.6667916041979
Clinton,2021,204000.0,201474.0,0.9876,Residential,14280.000000000002,0.06851903907966872,2867,71.1545169166376
Hartford,2008,99999.0,19480.0,0.194801948,Condo,6999.93,0.0744510890110582,2490,40.16024096385542
Greenwich,2007,8237500.0,2484860.0,0.3016522,Single Family,576625.0,0.05265917725947859,2033,4051.8937530742746
Milford,2009,273000.0,223740.0,0.81956044,Single Family,19110.0,0.06332115990110264,863,316.3383545770568
New Haven,2012,37000.0,17710.0,0.478648649,Condo,2590.0000000000005,0.06968549931410917,1367,27.066569129480616
Milford,2003,467500.0,170310.0,0.364299465,,32725.000000000004,0.0802798315361884,2600,179.80769230769232
Cheshire,2022,970000.0,418940.0,0.4318,Residential,67900.0,0.07680376895736109,2543,381.4392449862367
Portland,2005,168000.0,58660.0,0.349166667,,11760.000000000002,0.061453704273527504,1371,122.5382932166302
Southbury,2015,190000.0,102490.0,0.539421053,Condo,13300.000000000002,0.07773180711064814,2758,68.89050036258158
New London,2020,175000.0,97300.0,0.556,Residential,12250.000000000002,0.06618562979792923,1652,105.9322033898305
Glastonbury,2004,315000.0,154500.0,0.49047619,,22050.000000000004,0.07290861376337947,1271,247.83634933123525
Bristol,2006,235000.0,104030.0,0.442680851,Single Family,16450.0,0.06291490711716258,1863,126.1406333870102
Greenwich,2012,849000.0,446180.0,0.525535925,Condo,59430.00000000001,0.07809075427145395,2243,378.5109228711547
Manchester,2020,220000.0,150100.0,0.6822,Residential,15400.000000000002,0.08214666780132904,1718,128.0558789289872
West Haven,2006,245900.0,174650.0,0.710248068,Single Family,17213.0,0.06715619349721168,2022,121.61226508407518
Torrington,2020,70000.0,78760.0,1.1251,Industrial,4900.000000000001,0.07487655221476486,2809,24.919900320398717
Litchfield,2004,45000.0,23060.0,0.512444444,,3150.0000000000005,0.06429031307294693,2759,16.310257339615802
New Britain,2014,140000.0,96460.0,0.689,Single Family,9800.000000000002,0.05711450272307969,1359,103.01692420897719
Fairfield,2022,675000.0,324520.0,0.4807,Residential,47250.00000000001,0.05327058904871436,1357,497.4207811348563
Stamford,2020,800000.0,460930.0,0.5761,Residential,56000.00000000001,0.057839072961035846,913,876.2322015334064
Ellington,2007,142000.0,93630.0,0.659366197,Condo,9940.000000000002,0.07028117937882056,866,163.97228637413394
Norwich,2016,50250.0,73400.0,1.460696517,Single Family,3517.5000000000005,0.08831673267695905,2628,19.121004566210047
Norwich,2019,112500.0,92900.0,0.825777778,Two Family,7875.000000000001,0.06831490245388677,1753,64.17569880205362
Westport,2014,2800000.0,1686900.0,0.602464286,Single Family,196000.00000000003,0.0668622444742966,1921,1457.5741801145236
Stratford,2013,127000.0,122710.0,0.966220472,Single Family,8890.0,0.0664104070729013,1389,91.43268538516918
Westbrook,2008,250000.0,199400.0,0.7976,Single Family,17500.0,0.0715344442757516,2967,84.26019548365352
East Hartford,2018,130000.0,96310.0,0.7408,Single Family,9100.0,0.06674656059916208,2122,61.262959472196044
Vernon,2013,138000.0,120630.0,0.874130435,Single Family,9660.000000000002,0.08102801068050222,1223,112.83728536385937
South Windsor,2020,374900.0,255300.0,0.6809,Residential,26243.000000000004,0.07566323966264375,1801,208.16213214880622
Lebanon,2017,425000.0,251530.0,0.5918,Single Family,29750.000000000004,0.07186642579944237,2999,141.7139046348783
Vernon,2010,8000.0,11450.0,1.43125,Single Family,560.0,0.08298096015061707,2492,3.2102728731942216
Stratford,2017,246000.0,170310.0,0.6923,Single Family,17220.0,0.07146090228883545,1147,214.4725370531822
Woodbury,2019,297500.0,226240.0,0.7605,Single Family,20825.000000000004,0.07323672267212285,2405,123.7006237006237
Waterford,2019,487000.0,291080.0,0.5977,Single Family,34090.0,0.06549139013650519,1621,300.43183220234425
Milford,2017,225000.0,175080.0,0.7781,Single Family,15750.000000000002,0.05417334663824549,2410,93.3609958506224
New Britain,2019,294000.0,118650.0,0.4036,Three Family,20580.000000000004,0.07850942077638165,2912,100.96153846153847
Scotland,2015,137694.0,104650.0,0.760018592,Single Family,9638.580000000002,0.06161095942636153,1763,78.10209869540556
Hartford,2002,35000.0,22750.0,0.65,,2450.0000000000005,0.06257518781945966,2378,14.71825063078217
Oxford,2003,392000.0,184360.0,0.470306122,,27440.000000000004,0.07204292848884092,2710,144.64944649446494
Stratford,2021,400000.0,143640.0,0.3591,Residential,28000.000000000004,0.07072272634306265,1271,314.7128245476003
Southbury,2014,535000.0,343970.0,0.642934579,Single Family,37450.0,0.06371854060155968,2564,208.65834633385336
Bridgeport,2005,180000.0,100587.0,0.558816667,,12600.000000000002,0.056464326765395666,2340,76.92307692307692
Meriden,2010,157500.0,138950.0,0.882222222,Single Family,11025.000000000002,0.06999798046524283,2460,64.02439024390245
Orange,2020,460000.0,257700.0,0.5602,Residential,32200.000000000004,0.06635992326717735,2478,185.63357546408395
Danbury,2021,616688.0,163000.0,0.2643,Residential,43168.16,0.07575479745318281,2382,258.89504617968095
Norwalk,2016,12000.0,13300.0,1.108333333,Condo,840.0000000000001,0.06514933625043548,2069,5.799903334944418
Greenwich,2020,7972375.0,1335320.0,0.167493376,Residential,558066.25,0.08218665210788922,2695,2958.209647495362
Vernon,2017,205100.0,126240.0,0.6155,Single Family,14357.000000000002,0.060942070428970485,2041,100.48995590396865
North Branford,2009,165000.0,105350.0,0.638484848,Condo,11550.000000000002,0.08276816878628104,1988,82.99798792756539
Danbury,2014,73000.0,83700.0,1.146575342,Condo,5110.000000000001,0.07159078899176624,2168,33.67158671586716
Milford,2003,235000.0,129640.0,0.551659574,,16450.0,0.056881498858757214,2203,106.67271901951884
New Hartford,2014,50000.0,365680.0,7.3136,Single Family,3500.0000000000005,0.08242897077747982,1358,36.81885125184094
Madison,2016,25500.0,0.0,0.0,,1785.0000000000002,0.07884708208358478,1253,20.351157222665602
Colebrook,2011,106000.0,76580.0,0.72245283,,7420.000000000001,0.07049077359606129,818,129.58435207823962
Colchester,2015,179000.0,132800.0,0.741899441,Single Family,12530.000000000002,0.0768552360995706,1759,101.76236498010233
East Hartford,2002,180000.0,71430.0,0.396833333,,12600.000000000002,0.07850161919197404,2801,64.26276329882185
New Haven,2002,75000.0,84490.0,1.126533333,,5250.000000000001,0.0768576360392849,2834,26.464361326746648
Watertown,2021,365900.0,136100.0,0.3719,Residential,25613.000000000004,0.07465294923049316,1535,238.371335504886
Bridgeport,2007,125000.0,55720.0,0.44576,Condo,8750.0,0.08356836835562091,2980,41.946308724832214
Newington,2018,68000.0,53240.0,0.7829,Condo,4760.0,0.06324908909852735,2306,29.488291413703383
East Granby,2012,479900.0,3900.0,0.008126693,Single Family,33593.0,0.07111470809333896,1387,345.99855803893297
Bridgeport,2002,79000.0,35000.0,0.443037975,,5530.000000000001,0.07310938588005839,1515,52.14521452145215
East Hartford,2005,198000.0,89030.0,0.449646465,,13860.000000000002,0.08305471794034464,2663,74.35223432219301
Preston,2014,220000.0,123700.0,0.562272727,Single Family,15400.000000000002,0.08689894110548363,1669,131.81545835829837
Berlin,2006,352000.0,179900.0,0.511079545,Single Family,24640.000000000004,0.07173902231662799,2315,152.05183585313176
Newtown,2009,273000.0,226570.0,0.82992674,Single Family,19110.0,0.07737056647197757,2879,94.82459187217783
Newtown,2014,592500.0,432090.0,0.729265823,Single Family,41475.00000000001,0.06635412132588878,2608,227.18558282208588
Bethel,2019,275000.0,161140.0,0.586,Single Family,19250.000000000004,0.07972964452520465,1350,203.7037037037037
Woodstock,2017,165000.0,95700.0,0.58,Single Family,11550.000000000002,0.08252198868800437,2507,65.81571599521341
Hamden,2017,128701.0,114870.0,0.8925,Single Family,9009.070000000002,0.05895851544135668,2326,55.33147033533964
Waterbury,2003,60000.0,80640.0,1.344,,4200.0,0.07234592609847049,2013,29.806259314456035
Bristol,2001,50000.0,53200.0,1.064,,3500.0000000000005,0.06556520338164283,984,50.8130081300813
Cheshire,2009,195000.0,152250.0,0.780769231,Condo,13650.000000000002,0.05341998705923685,909,214.5214521452145
Waterbury,2005,87500.0,88060.0,1.0064,,6125.000000000001,0.06898143274035118,1801,48.58411993337035
Naugatuck,2008,27000.0,232720.0,8.619259259,,1890.0000000000002,0.07725238293680098,2735,9.872029250457038
Hamden,2007,199500.0,145250.0,0.728070175,Single Family,13965.000000000002,0.06689432831686781,1357,147.01547531319088
Brookfield,2015,248500.0,200730.0,0.8077666,Single Family,17395.0,0.07082398743440566,2024,122.77667984189723
Litchfield,2001,143750.0,84880.0,0.590469565,,10062.500000000002,0.0726270539786655,1889,76.09846479618847
New Haven,2019,190000.0,34230.0,0.180157895,Two Family,13300.000000000002,0.09762113080914918,2304,82.46527777777777
Griswold,2002,124000.0,73290.0,0.591048387,,8680.0,0.07246324622260061,2090,59.33014354066986
Shelton,2004,380000.0,157650.0,0.414868421,,26600.000000000004,0.06192333025835812,1544,246.1139896373057
Woodstock,2009,390000.0,240690.0,0.617153846,Single Family,27300.000000000004,0.06473607359361583,2461,158.47216578626575
Wallingford,2014,162750.0,175300.0,1.077112135,Single Family,11392.500000000002,0.05864455229389089,2809,57.93876824492702
Bridgeport,2007,35000.0,53850.0,1.538571429,,2450.0000000000005,0.08589765116269657,1290,27.131782945736433
Stamford,2009,379000.0,276010.0,0.728258575,Condo,26530.000000000004,0.06422051279769236,2661,142.42765877489666
Windham,2014,89500.0,67610.0,0.755418994,Single Family,6265.000000000001,0.0751793925086099,2154,41.55060352831941
Branford,2003,265000.0,115100.0,0.434339623,,18550.0,0.09374787652611427,2424,109.32343234323433
Monroe,2014,202500.0,120800.0,0.59654321,Condo,14175.000000000002,0.06919664223782516,2230,90.80717488789237
Danbury,2015,662236.0,89600.0,0.135299198,Single Family,46356.520000000004,0.07973935263063851,2754,240.4633260711692
Danbury,2005,389900.0,188300.0,0.482944345,,27293.000000000004,0.06474831903525399,1511,258.0410324288551
Fairfield,2022,229900.0,194460.0,0.8458,Residential,16093.000000000002,0.07076742601633644,2264,101.54593639575971
West Haven,2006,26407.0,15120.0,0.572575453,,1848.4900000000002,0.08100756268362476,1369,19.28926223520818
North Branford,2007,83353.0,249130.0,2.98885463,Single Family,5834.710000000001,0.06554250554950802,864,96.47337962962963
Hamden,2007,263000.0,194670.0,0.740190114,Single Family,18410.0,0.045258396252428744,2656,99.0210843373494
Old Saybrook,2016,264600.0,185800.0,0.702191988,Single Family,18522.0,0.07388380184477907,2020,130.990099009901
Bristol,2013,129000.0,87710.0,0.679922481,Single Family,9030.0,0.06429329668965851,2793,46.18689581095596
Groton,2005,411000.0,203840.0,0.495961071,,28770.000000000004,0.06802920146494422,2965,138.61720067453626
Meriden,2008,127000.0,101880.0,0.802204724,Condo,8890.0,0.06266194526600032,1579,80.43065231158961
Hamden,2017,215000.0,198240.0,0.922,Single Family,15050.000000000002,0.08844820601509698,1713,125.51079976649153
Hartford,2015,28000.0,6603.0,0.235821429,Condo,1960.0000000000002,0.06578761414210724,2729,10.260168559912056
North Haven,2015,428000.0,246960.0,0.577009346,Single Family,29960.000000000004,0.08256192874221531,2472,173.13915857605178
Montville,2022,310000.0,152250.0,0.4911,Residential,21700.000000000004,0.06351374564336756,1327,233.60964581763375
Coventry,2005,340000.0,212180.0,0.624058824,,23800.000000000004,0.07610905554430944,2020,168.31683168316832
East Lyme,2022,120000.0,126980.0,1.0582,Vacant Land,8400.0,0.06708620924429226,2666,45.0112528132033
Norwalk,2007,450000.0,248850.0,0.553,Single Family,31500.000000000004,0.07515669034447528,861,522.6480836236934
Greenwich,2006,702526.0,0.0,0.0,Condo,49176.82000000001,0.06747194584823142,2066,340.04162633107455
Orange,2014,296000.0,215800.0,0.729054054,Single Family,20720.000000000004,0.05238407793812229,833,355.3421368547419
Old Saybrook,2020,331000.0,162100.0,0.4897,Residential,23170.000000000004,0.05534508445206971,2284,144.92119089316986
Killingly,2010,20000.0,108150.0,5.4075,Single Family,1400.0000000000002,0.07825105655786191,2660,7.518796992481203
Woodbury,2016,375000.0,326780.0,0.871413333,Single Family,26250.000000000004,0.07525338047601665,1393,269.2031586503948
West Hartford,2015,285000.0,188650.0,0.661929825,Single Family,19950.000000000004,0.056974801363975876,1076,264.86988847583643
Milford,2005,265000.0,97370.0,0.367433962,,18550.0,0.056530183893638355,1983,133.63590519415027
Morris,2020,310000.0,194500.0,0.6274,Residential,21700.000000000004,0.07200944877731145,2887,107.37790093522688
Stamford,2020,495000.0,291740.0,0.5893,Residential,34650.0,0.06488526930719901,2145,230.76923076923077
Woodbridge,2016,180000.0,171360.0,0.952,Single Family,12600.000000000002,0.06569443549425807,1306,137.82542113323123
Durham,2008,670000.0,2240.0,0.003343284,,46900.00000000001,0.06652817409620214,2694,248.70081662954715
Ridgefield,2016,625000.0,516840.0,0.826944,Single Family,43750.00000000001,0.05425423825797489,1290,484.49612403100775
Milford,2013,130000.0,90050.0,0.692692308,Condo,9100.0,0.08257338611137459,2403,54.09904286308781
Danbury,2010,250000.0,162100.0,0.6484,,17500.0,0.0742337824668401,1509,165.6726308813784
Norwalk,2006,525000.0,280700.0,0.534666667,Single Family,36750.0,0.06479411979741063,1934,271.45811789038265
Cromwell,2003,160000.0,7390.0,0.0461875,,11200.000000000002,0.07579108614748786,2703,59.19348871624121
Southington,2018,235000.0,144120.0,0.6132,Single Family,16450.0,0.06552996803493619,936,251.06837606837607
New Haven,2022,505500.0,296310.0,0.5861,Residential,35385.0,0.07531369815292181,895,564.804469273743
Waterbury,2019,1150000.0,493470.0,0.4291,,80500.00000000001,0.07048935100091569,1240,927.4193548387096
Glastonbury,2004,285000.0,155100.0,0.544210526,,19950.000000000004,0.05703183996860243,1655,172.20543806646526
Cromwell,2001,229000.0,105010.0,0.458558952,,16030.000000000002,0.05202279724141785,2879,79.54150746787079
Oxford,2008,264000.0,156210.0,0.591704545,Single Family,18480.0,0.05548249493116719,2020,130.69306930693068
Bridgeport,2004,260000.0,147980.0,0.569153846,,18200.0,0.06540404413867924,2359,110.21619330224671
Ellington,2016,207500.0,139530.0,0.672433735,Single Family,14525.000000000002,0.07487212388588166,2136,97.14419475655431
Milford,2001,68167.0,97930.0,1.436618892,,4771.6900000000005,0.07347502996160521,1620,42.07839506172839
Ellington,2016,271000.0,170350.0,0.628597786,Single Family,18970.0,0.07188721258000158,2779,97.5170924793091
Old Lyme,2012,355000.0,220700.0,0.621690141,Single Family,24850.000000000004,0.060573282852161216,2373,149.59966287399916
Killingly,2021,630000.0,395290.0,0.6274,Commercial,44100.00000000001,0.061941299335038114,6380,98.74608150470219
New Britain,2018,62500.0,59780.0,0.9564,Single Family,4375.0,0.06223332037254345,1243,50.2815768302494
Stonington,2001,255000.0,146870.0,0.575960784,,17850.0,0.08644103105721058,1835,138.96457765667574
Wilton,2010,855000.0,657230.0,0.768690058,Single Family,59850.00000000001,0.0724271910808138,1818,470.2970297029703
New Haven,2022,835000.0,558600.0,0.6689,Residential,58450.00000000001,0.06895192941096842,1862,448.44253490870034
Simsbury,2021,85000.0,32330.0,0.3803,Residential,5950.000000000001,0.06593820332176152,2635,32.25806451612903
Vernon,2012,178000.0,131400.0,0.738202247,Single Family,12460.000000000002,0.0459437578203735,2376,74.91582491582491
Ansonia,2021,285000.0,136000.0,0.4771,Residential,19950.000000000004,0.08116044692017482,1047,272.2063037249284
Norwich,2004,153000.0,97000.0,0.633986928,,10710.000000000002,0.07032352913206819,872,175.45871559633028
Old Saybrook,2022,786430.0,355700.0,0.4522,Residential,55050.100000000006,0.06953898043981967,1986,395.9869083585096
Plainville,2022,220000.0,107800.0,0.49,Residential,15400.000000000002,0.05000779334147167,1459,150.78821110349554
Greenwich,2019,270000.0,157360.0,0.5828,Condo,18900.0,0.07195643613374511,2097,128.75536480686696
Colchester,2002,155000.0,118100.0,0.761935484,,10850.000000000002,0.0581439133535349,1748,88.67276887871853
New Fairfield,2001,280000.0,121020.0,0.432214286,,19600.000000000004,0.0776592942662086,855,327.48538011695905
Stamford,2020,1028850.0,496910.0,0.4829,Commercial,72019.5,0.062068358664666215,3959,259.87623137155845
Manchester,2005,216000.0,83400.0,0.386111111,,15120.000000000002,0.08016256261814331,2062,104.75266731328807
Newtown,2005,546000.0,193990.0,0.35529304,,38220.0,0.08010641576090984,1390,392.80575539568343
East Hampton,2014,310000.0,32641.0,0.105293548,Single Family,21700.000000000004,0.0749019528948879,2283,135.7862461673237
Waterbury,2005,168000.0,70630.0,0.420416667,,11760.000000000002,0.06165579624990459,2534,66.29834254143647
Darien,2002,490000.0,273840.0,0.558857143,,34300.0,0.06849230457976221,1867,262.45313336904127
Bristol,2018,214900.0,141610.0,0.6589,Single Family,15043.000000000002,0.07864725844782047,1092,196.7948717948718
New Haven,2015,137194.0,107520.0,0.783707742,Two Family,9603.580000000002,0.06647822744594185,1314,104.40943683409436
Fairfield,2019,380000.0,328790.0,0.8652,Single Family,26600.000000000004,0.08241788288358134,2002,189.8101898101898
Bridgeport,2001,148000.0,64400.0,0.435135135,,10360.000000000002,0.05505804331909468,903,163.89811738648947
